translated_content,sentiment
"Prison for an ESXi Casalingo, in addition to expectations, it's impossible to satisfy!!! It comes with a custom dissipator and thermal pasta that I was thinking to change but for piggy I tried (even if I had many doubts it didn't take away everything right away) and the CPU does not exceed 30°C!",negative
seller is trash as he will message you back when you want to send it back,neutral
Cpu stock cooler of got broken with 1 sheet in box was creating noise and vibration in cpu but processor was working fine so thought to replace it but if you know what I am gonna get with broken cpu chip so i replaced stock cooler with deep cooler now it's working fine please don't buy critical PC parts from Amazon you may end up getting broken parts worst packaging,negative
"Buy it as cpu by my son's first computer and it was a very good purchase, the games are great together with a graphic rtx 3080.",positive
"I changed my i7 8700k by this i9 13900k. If I feel faster than my PC. Including, a compression of a 700G virtual machine, before I did it almost two hours ago, now I did it at 1:15, notice the difference in power.",neutral
"Got the CPU on primary day for sale. I didn't actually need the K variant because I don't plan on overclocking but it was actually hungry than the F variant during the sale. So far it's been working wonderfully, with no issues and I saved $127. Big upgrade from an i5-4570. For gambling processes this chip is probably a little overkill but it was so get I couldn't pass it up. However since I had to change the mother board and all it's components for it, which all were not on sale, I still up spending $670 for this chip. Debate if it was really about it but I'm happy with the performance.",positive
The only thing that's happened to me is a little destructive.,negative
"excellent processor, although not using everything he can offer, I am well satisfied, I used an i7-7700 before and the difference is tremendous",positive
It's a model that has to be added to the graph.,neutral
"It's been upgrading for 12 years because it's been missing from RYZEN for 12 years, but it's been missing from RYZEN.",negative
I found this on sale for $350. A 12th gene i9 for a comparable price to an i7 I mean the review wrote itself couldn't have been more excited to get such a great cpu for such a competitive price.,positive
You are not allowed to save the changes to your changes.,neutral
"I bought to improve performance in games, but mainly to use PCIe 4.0 which my I3 of 10° didn't have",positive
Good products,positive
"When a good idea is gone, with many processors now using stock overclocks, you can benefit a lot by choosing a better CPU cooler. I actually thought it was midway since the Thermaltake Silence 12 is rated for 150w. I thought I could go with a 30 cooler since I am planning on overclocking. That cooler could not even keep up with CPU settings. In Benchmarks the 80-Celse up to 90.",positive
"Prison for an ESXi Casalingo, in addition to expectations, it's impossible to satisfy!!! It comes with a custom dissipator and thermal pasta that I was thinking to change but for piggy I tried (even if I had many doubts it didn't take away everything right away) and the CPU does not exceed 30°C!",negative
"I came with no immediate seal in the box and no thermal pasta put in the teacher but the most serious thing is that he had the side money support based on two oranges that had taken off the student's recovery, clearly used at the price again. I started using return and amazone without problem a 10 for them forever, but for the seller of this product a 1",positive
"I am taken to replace a 4-gen processor that I used in the past, excellent performances with little warmth associated with a good dissipator. With a good video card you can play at each game without the minimum uncertainty",positive
"I seriously doubt I'll be replacing this in the next several years, if even that. This thing is a beast and trades everything you throw at it. I've put it through all of the usual headlines and it barely seems to notice. I've set it up with the Arctic Liquid Freezer II 420 A-RGB to deal with the heat and it handles that just fine.",negative
My product is broken and I apply for cancellation no one comes for the replacement of the product. And now it is showing that product replacement window is closed.,negative
You know what to expect from INTEL i9 and that is what you get.,neutral
Still waiting for my return after a false mother board ruined the cpu and possibly my gpu amson customer service is terrible have absolutely no understanding of technical stuff and couldn't which less I sat here with no computer unable to make relief and won't even compensate for the rest of the damage the false mother board has caused to my PC quick enough to take my money but every excuse under the sun not to give it bk,negative
